#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
#   IPW-3 Ice Shape DATA SUBMITTAL FORM for Test Case ONERAM6, May 18th 2026
#
#       NOMENCLATURE:
#             X_ICED [m]:  X-coordinate of the iced surface
#             Y_ICED [m]:  Y-coordinate of the iced surface
#             Z_ICED [m]:  Z-coordinate of the iced surface
#
#                XXmm:  Roughness height used for the case, in mm.
#                       In the zone name, use the format KS_XXmm.
#                       For example, if k_s = 1.5 mm, use KS_1p5mm. 
#                       For Variable roughness, use KS_VAR
#
#    FLOW CONDITIONS:
#                                   AOA: 2.0 deg
#                           Mach Number: 0.4 [-]
#       Mean aerodynamic chord (M.A.C.): 0.801673 [m]
#                       Reynolds Number: 4.2558 million (based on MAC)
#                       Freestream Temp: 267.15 [K]
#                        Reference area: 1.1532 [m2]
#               Moment Reference Center: 0.25, 0, 0 [m] (X, Y, Z)
#
#              NOTES: 1. Please use at least 5 decimal places in the numerical values
#                     2. If data are NOT provided, please fill data fields with a numerical value of "-999" 
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

AUXDATA NUM_LAYERS  = "insert the number of total ice layers"
VARIABLES = "X_ICED" "Y_ICED" "Z_ICED"

ZONE T="SLICE_Y_0p1_BINS01_KS_1mm_SINGLE_LAYER"
1.32366 1.40000 -0.00851 
1.31910 1.40000 -0.00903 
1.31428 1.40000 -0.00957 
1.30919 1.40000 -0.01013 
1.30381 1.40000 -0.01072 
1.29814 1.40000 -0.01132 
1.29217 1.40000 -0.01195 
1.28590 1.40000 -0.01259 
1.27930 1.40000 -0.01325 
1.27240 1.40000 -0.01394 
1.26517 1.40000 -0.01464 
1.25762 1.40000 -0.01536 
1.24975 1.40000 -0.01609 
1.24155 1.40000 -0.01684 
1.23305 1.40000 -0.01760 
1.22424 1.40000 -0.01838 
1.21514 1.40000 -0.01917 
1.20575 1.40000 -0.01996 
1.19609 1.40000 -0.02075 
1.18618 1.40000 -0.02154 
1.17604 1.40000 -0.02232 
1.16569 1.40000 -0.02309 
1.15517 1.40000 -0.02383 
1.14448 1.40000 -0.02453 
1.13367 1.40000 -0.02520 
1.12276 1.40000 -0.02582 
1.11179 1.40000 -0.02639 
1.10078 1.40000 -0.02689 
1.08978 1.40000 -0.02732 
1.07880 1.40000 -0.02769 
1.06789 1.40000 -0.02799 
1.05708 1.40000 -0.02821 
1.04640 1.40000 -0.02836 
1.03587 1.40000 -0.02845 
1.02552 1.40000 -0.02847 
1.01538 1.40000 -0.02843 
1.00547 1.40000 -0.02834 
0.99582 1.40000 -0.02819 
0.98643 1.40000 -0.02801 
0.97732 1.40000 -0.02779 
0.96851 1.40000 -0.02753 
0.96001 1.40000 -0.02724 
0.95182 1.40000 -0.02693 
0.94395 1.40000 -0.02660 
0.93639 1.40000 -0.02626 
0.92917 1.40000 -0.02589 
0.92226 1.40000 -0.02551 
0.91567 1.40000 -0.02513 
0.90939 1.40000 -0.02473 
0.90342 1.40000 -0.02433 
0.89775 1.40000 -0.02392 
0.89237 1.40000 -0.02350 
0.88728 1.40000 -0.02309 
0.88246 1.40000 -0.02267 
0.87909 1.39951 -0.02468 
0.87752 1.39830 -0.02941 
0.87161 1.39923 -0.03399 
0.86595 1.40007 -0.03556 
0.86162 1.40040 -0.03651 
0.85752 1.40074 -0.03665 
0.85408 1.40084 -0.03677 
0.85086 1.40094 -0.03666 
0.84802 1.40093 -0.03662 
0.84539 1.40091 -0.03657 
0.84297 1.40086 -0.03654 
0.84067 1.40083 -0.03648 
0.83847 1.40083 -0.03636 
0.83635 1.40086 -0.03618 
0.83432 1.40092 -0.03595 
0.83234 1.40102 -0.03567 
0.83041 1.40115 -0.03533 
0.82852 1.40133 -0.03493 
0.82666 1.40154 -0.03445 
0.82483 1.40180 -0.03390 
0.82301 1.40209 -0.03327 
0.82121 1.40242 -0.03255 
0.81944 1.40277 -0.03174 
0.81771 1.40314 -0.03082 
0.81603 1.40352 -0.02980 
0.81442 1.40390 -0.02867 
0.81289 1.40426 -0.02745 
0.81148 1.40459 -0.02613 
0.81019 1.40488 -0.02473 
0.80904 1.40511 -0.02326 
0.80804 1.40529 -0.02176 
0.80720 1.40539 -0.02023 
0.80652 1.40543 -0.01871 
0.80599 1.40541 -0.01721 
0.80561 1.40532 -0.01575 
0.80536 1.40518 -0.01435 
0.80524 1.40498 -0.01303 
0.80523 1.40473 -0.01179 
0.80531 1.40444 -0.01064 
0.80548 1.40412 -0.00960 
0.80572 1.40378 -0.00866 
0.80602 1.40342 -0.00783 
0.80636 1.40304 -0.00711 
0.80673 1.40266 -0.00649 
0.80712 1.40228 -0.00598 
0.80752 1.40190 -0.00557 
0.80791 1.40154 -0.00525 
0.80829 1.40120 -0.00502 
0.80865 1.40088 -0.00488 
0.80896 1.40059 -0.00482 
0.80924 1.40033 -0.00480 
0.80941 1.40013 -0.00486 
0.80948 1.40000 -0.00466 
0.80933 1.40000 -0.00436 
0.80919 1.40000 -0.00407 
0.80907 1.40000 -0.00379 
0.80895 1.40000 -0.00351 
0.80884 1.40000 -0.00323 
0.80875 1.40000 -0.00294 
0.80866 1.40000 -0.00267 
0.80858 1.40000 -0.00240 
0.80851 1.40000 -0.00214 
0.80845 1.40000 -0.00186 
0.80840 1.40000 -0.00156 
0.80836 1.40000 -0.00132 
0.80832 1.40000 -0.00110 
0.80829 1.40000 -0.00075 
0.80827 1.40000 -0.00036 
0.80826 1.40000 -0.00009 
0.80816 1.40005 -0.00008 
0.80804 1.40013 -0.00003 
0.80803 1.40014 0.00024 
0.80839 1.39994 -0.00002 
0.80811 1.40012 -0.00058 
0.80791 1.40025 -0.00097 
0.80758 1.40047 -0.00126 
0.80714 1.40075 -0.00148 
0.80674 1.40102 -0.00173 
0.80617 1.40138 -0.00185 
0.80568 1.40171 -0.00200 
0.80505 1.40212 -0.00201 
0.80443 1.40254 -0.00200 
0.80377 1.40298 -0.00188 
0.80310 1.40343 -0.00166 
0.80244 1.40389 -0.00140 
0.80173 1.40437 -0.00096 
0.80105 1.40485 -0.00053 
0.80035 1.40535 0.00009 
0.79968 1.40584 0.00074 
0.79902 1.40633 0.00153 
0.79840 1.40681 0.00242 
0.79781 1.40728 0.00341 
0.79726 1.40773 0.00451 
0.79678 1.40815 0.00572 
0.79637 1.40855 0.00704 
0.79604 1.40891 0.00846 
0.79579 1.40923 0.00998 
0.79565 1.40950 0.01160 
0.79563 1.40972 0.01330 
0.79572 1.40988 0.01509 
0.79596 1.40998 0.01694 
0.79635 1.41001 0.01886 
0.79690 1.40995 0.02082 
0.79763 1.40982 0.02281 
0.79854 1.40960 0.02481 
0.79965 1.40927 0.02679 
0.80098 1.40885 0.02875 
0.80253 1.40832 0.03060 
0.80433 1.40767 0.03241 
0.80635 1.40691 0.03398 
0.80864 1.40603 0.03547 
0.81113 1.40506 0.03656 
0.81390 1.40396 0.03751 
0.81675 1.40283 0.03789 
0.81993 1.40155 0.03806 
0.82299 1.40037 0.03746 
0.82643 1.39901 0.03651 
0.82943 1.39793 0.03461 
0.83278 1.39670 0.03201 
0.83512 1.39606 0.02815 
0.83706 1.39573 0.02261 
0.83482 1.39781 0.01628 
0.83255 1.40000 0.01648 
0.83425 1.40000 0.01677 
0.83606 1.40000 0.01707 
0.83799 1.40000 0.01737 
0.84004 1.40000 0.01769 
0.84224 1.40000 0.01802 
0.84457 1.40000 0.01836 
0.84706 1.40000 0.01871 
0.84971 1.40000 0.01908 
0.85253 1.40000 0.01945 
0.85553 1.40000 0.01983 
0.85872 1.40000 0.02022 
0.86212 1.40000 0.02061 
0.86572 1.40000 0.02102 
0.86954 1.40000 0.02142 
0.87360 1.40000 0.02184 
0.87790 1.40000 0.02225 
0.88246 1.40000 0.02267 
0.88728 1.40000 0.02309 
0.89237 1.40000 0.02350 
0.89775 1.40000 0.02392 
0.90342 1.40000 0.02433 
0.90939 1.40000 0.02473 
0.91567 1.40000 0.02513 
0.92226 1.40000 0.02551 
0.92917 1.40000 0.02589 
0.93639 1.40000 0.02626 
0.94395 1.40000 0.02660 
0.95182 1.40000 0.02693 
0.96001 1.40000 0.02724 
0.96851 1.40000 0.02753 
0.97732 1.40000 0.02779 
0.98643 1.40000 0.02801 
0.99582 1.40000 0.02819 
1.00547 1.40000 0.02834 
1.01538 1.40000 0.02843 
1.02552 1.40000 0.02847 
1.03587 1.40000 0.02845 
1.04640 1.40000 0.02836 
1.05708 1.40000 0.02821 
1.06789 1.40000 0.02799 
1.07880 1.40000 0.02769 
1.08978 1.40000 0.02732 
1.10078 1.40000 0.02689 
1.11179 1.40000 0.02639 
1.12276 1.40000 0.02582 
1.13367 1.40000 0.02520 
1.14448 1.40000 0.02453 
1.15517 1.40000 0.02383 
1.16569 1.40000 0.02309 
1.17604 1.40000 0.02232 
1.18618 1.40000 0.02154 
1.19609 1.40000 0.02075 
1.20575 1.40000 0.01996 
1.21514 1.40000 0.01917 
1.22424 1.40000 0.01838 
1.23305 1.40000 0.01760 
1.24155 1.40000 0.01684 
1.24975 1.40000 0.01609 
1.25762 1.40000 0.01536 
1.26517 1.40000 0.01464 
1.27240 1.40000 0.01394 
1.27930 1.40000 0.01325 
1.28590 1.40000 0.01259 
1.29217 1.40000 0.01195 
1.29814 1.40000 0.01132 
1.30381 1.40000 0.01072 
1.30919 1.40000 0.01013 
1.31428 1.40000 0.00957 
1.31910 1.40000 0.00903 
1.32366 1.40000 0.00851 
1.32796 1.40000 0.00801 
1.33202 1.40000 0.00754 
1.33584 1.40000 0.00708 
1.33945 1.40000 0.00665 
1.34284 1.40000 0.00624 
1.34603 1.40000 0.00586 
1.34903 1.40000 0.00549 
1.35185 1.40000 0.00514 
1.35450 1.40000 0.00482 
1.35699 1.40000 0.00451 
1.35933 1.40000 0.00422 
1.36152 1.40000 0.00395 
1.36358 1.40000 0.00369 
1.36550 1.40000 0.00346 
1.36731 1.40000 0.00323 
1.36901 1.40000 0.00302 
1.37060 1.40000 0.00283 
1.37210 1.40000 0.00265 
1.37350 1.40000 0.00247 
1.37481 1.40000 0.00231 
1.37604 1.40000 0.00216 
1.37719 1.40000 0.00202 
1.37828 1.40000 0.00189 
1.37929 1.40000 0.00176 
1.38024 1.40000 0.00165 
1.38114 1.40000 0.00154 
1.38197 1.40000 0.00143 
1.38276 1.40000 0.00133 
1.38350 1.40000 0.00124 
1.38419 1.40000 0.00116 
1.38484 1.40000 0.00107 
1.38545 1.40000 0.00100 
1.38602 1.40000 0.00093 
1.38656 1.40000 0.00086 
1.38706 1.40000 0.00080 
1.38753 1.40000 0.00074 
1.38798 1.40000 0.00068 
1.38839 1.40000 0.00063 
1.38878 1.40000 0.00058 
1.38915 1.40000 0.00053 
1.38949 1.40000 0.00049 
1.38981 1.40000 0.00045 
1.39011 1.40000 0.00041 
1.39040 1.40000 0.00037 
1.39066 1.40000 0.00034 
1.39091 1.40000 0.00031 
1.39114 1.40000 0.00028 
1.39136 1.40000 0.00025 
1.39156 1.40000 0.00022 
1.39174 1.40000 0.00020 
1.39192 1.40000 0.00018 
1.39208 1.40000 0.00016 
1.39223 1.40000 0.00014 
1.39237 1.40000 0.00012 
1.39250 1.40000 0.00010 
1.39261 1.40000 0.00009 
1.39272 1.40000 0.00008 
1.39282 1.40000 0.00006 
1.39290 1.40000 0.00005 
1.39298 1.40000 0.00004 
1.39305 1.40000 0.00003 
1.39311 1.40000 0.00002 
1.39316 1.40000 0.00002 
1.39321 1.40000 0.00001 
1.39324 1.40000 0.00001 
1.39327 1.40000 0.00000 
1.39329 1.40000 0.00000 
1.39330 1.40000 0.00000 
1.39331 1.40000 0.00000 

ZONE T="SLICE_Y_0p1_BINS15_KS_1mm_SINGLE_LAYER"
1.02809 0.10000 0.00000 
1.02809 0.10000 -0.00000 
1.02807 0.10000 -0.00000 
1.02803 0.10000 -0.00001 
1.02799 0.10000 -0.00001 
1.02793 0.10000 -0.00002 
1.02786 0.10000 -0.00003 
1.02777 0.10000 -0.00004 
1.02767 0.10000 -0.00005 
1.02756 0.10000 -0.00007 
1.02743 0.10000 -0.00009 
1.02728 0.10000 -0.00010 
1.02712 0.10000 -0.00013 
1.02694 0.10000 -0.00015 
1.02675 0.10000 -0.00017 
1.02654 0.10000 -0.00020 
1.02631 0.10000 -0.00023 
1.02606 0.10000 -0.00026 
1.02579 0.10000 -0.00030 
1.02550 0.10000 -0.00033 
1.02519 0.10000 -0.00037 
1.02486 0.10000 -0.00042 
1.02450 0.10000 -0.00046 
1.02412 0.10000 -0.00051 
1.02371 0.10000 -0.00056 
1.02327 0.10000 -0.00062 
1.02280 0.10000 -0.00068 
1.02230 0.10000 -0.00074 
1.02177 0.10000 -0.00081 
1.02120 0.10000 -0.00088 
1.02059 0.10000 -0.00096 
1.01994 0.10000 -0.00104 
1.01925 0.10000 -0.00113 
1.01852 0.10000 -0.00122 
1.01773 0.10000 -0.00132 
1.01690 0.10000 -0.00143 
1.01601 0.10000 -0.00154 
1.01506 0.10000 -0.00166 
1.01405 0.10000 -0.00178 
1.01297 0.10000 -0.00192 
1.01183 0.10000 -0.00206 
1.01060 0.10000 -0.00221 
1.00930 0.10000 -0.00237 
1.00791 0.10000 -0.00255 
1.00643 0.10000 -0.00273 
1.00485 0.10000 -0.00292 
1.00317 0.10000 -0.00313 
1.00137 0.10000 -0.00335 
0.99946 0.10000 -0.00359 
0.99742 0.10000 -0.00384 
0.99524 0.10000 -0.00410 
0.99292 0.10000 -0.00439 
0.99044 0.10000 -0.00469 
0.98780 0.10000 -0.00502 
0.98499 0.10000 -0.00536 
0.98198 0.10000 -0.00573 
0.97878 0.10000 -0.00613 
0.97537 0.10000 -0.00655 
0.97174 0.10000 -0.00700 
0.96786 0.10000 -0.00748 
0.96374 0.10000 -0.00799 
0.95934 0.10000 -0.00853 
0.95466 0.10000 -0.00910 
0.94969 0.10000 -0.00971 
0.94439 0.10000 -0.01035 
0.93877 0.10000 -0.01103 
0.93279 0.10000 -0.01175 
0.92644 0.10000 -0.01250 
0.91971 0.10000 -0.01329 
0.91258 0.10000 -0.01411 
0.90502 0.10000 -0.01497 
0.89703 0.10000 -0.01587 
0.88858 0.10000 -0.01680 
0.87966 0.10000 -0.01777 
0.87026 0.10000 -0.01878 
0.86035 0.10000 -0.01981 
0.84994 0.10000 -0.02088 
0.83901 0.10000 -0.02198 
0.82755 0.10000 -0.02311 
0.81556 0.10000 -0.02428 
0.80304 0.10000 -0.02547 
0.78998 0.10000 -0.02669 
0.77640 0.10000 -0.02793 
0.76230 0.10000 -0.02920 
0.74768 0.10000 -0.03049 
0.73258 0.10000 -0.03179 
0.71701 0.10000 -0.03310 
0.70099 0.10000 -0.03442 
0.68456 0.10000 -0.03573 
0.66774 0.10000 -0.03702 
0.65058 0.10000 -0.03829 
0.63311 0.10000 -0.03952 
0.61539 0.10000 -0.04069 
0.59746 0.10000 -0.04180 
0.57937 0.10000 -0.04283 
0.56117 0.10000 -0.04376 
0.54291 0.10000 -0.04460 
0.52466 0.10000 -0.04532 
0.50646 0.10000 -0.04593 
0.48837 0.10000 -0.04642 
0.47043 0.10000 -0.04679 
0.45271 0.10000 -0.04704 
0.43525 0.10000 -0.04718 
0.41809 0.10000 -0.04722 
0.40127 0.10000 -0.04715 
0.38484 0.10000 -0.04700 
0.36882 0.10000 -0.04676 
0.35325 0.10000 -0.04646 
0.33814 0.10000 -0.04609 
0.32353 0.10000 -0.04566 
0.30943 0.10000 -0.04519 
0.29584 0.10000 -0.04467 
0.28278 0.10000 -0.04413 
0.27026 0.10000 -0.04355 
0.25827 0.10000 -0.04294 
0.24681 0.10000 -0.04232 
0.23588 0.10000 -0.04168 
0.22547 0.10000 -0.04102 
0.21557 0.10000 -0.04035 
0.20617 0.10000 -0.03967 
0.19725 0.10000 -0.03898 
0.18880 0.10000 -0.03829 
0.18081 0.10000 -0.03760 
0.17325 0.10000 -0.03691 
0.16611 0.10000 -0.03622 
0.15938 0.10000 -0.03553 
0.15304 0.10000 -0.03486 
0.14706 0.10000 -0.03419 
0.14143 0.10000 -0.03353 
0.13614 0.10000 -0.03289 
0.13116 0.10000 -0.03225 
0.12649 0.10000 -0.03164 
0.12239 0.09972 -0.03315 
0.11914 0.09910 -0.03537 
0.11561 0.09893 -0.03784 
0.11103 0.09959 -0.04053 
0.10652 0.10027 -0.04146 
0.10293 0.10050 -0.04204 
0.09964 0.10066 -0.04220 
0.09669 0.10073 -0.04227 
0.09388 0.10083 -0.04218 
0.09118 0.10095 -0.04201 
0.08854 0.10114 -0.04173 
0.08594 0.10138 -0.04136 
0.08338 0.10168 -0.04086 
0.08087 0.10203 -0.04025 
0.07841 0.10241 -0.03949 
0.07603 0.10280 -0.03858 
0.07376 0.10321 -0.03753 
0.07160 0.10359 -0.03634 
0.06959 0.10395 -0.03502 
0.06773 0.10426 -0.03358 
0.06605 0.10452 -0.03205 
0.06455 0.10472 -0.03046 
0.06324 0.10486 -0.02882 
0.06211 0.10492 -0.02717 
0.06117 0.10492 -0.02552 
0.06039 0.10486 -0.02391 
0.05977 0.10473 -0.02234 
0.05931 0.10455 -0.02083 
0.05897 0.10432 -0.01940 
0.05876 0.10405 -0.01806 
0.05865 0.10375 -0.01681 
0.05862 0.10342 -0.01566 
0.05867 0.10307 -0.01461 
0.05878 0.10270 -0.01365 
0.05894 0.10233 -0.01280 
0.05913 0.10195 -0.01203 
0.05936 0.10157 -0.01133 
0.05960 0.10120 -0.01073 
0.05983 0.10085 -0.01019 
0.06006 0.10052 -0.00969 
0.06026 0.10021 -0.00924 
0.06027 0.10003 -0.00873 
0.06003 0.10000 -0.00822 
0.05976 0.10000 -0.00773 
0.05952 0.10000 -0.00724 
0.05929 0.10000 -0.00676 
0.05908 0.10000 -0.00628 
0.05888 0.10000 -0.00581 
0.05871 0.10000 -0.00535 
0.05854 0.10000 -0.00488 
0.05840 0.10000 -0.00442 
0.05827 0.10000 -0.00397 
0.05816 0.10000 -0.00355 
0.05806 0.10000 -0.00308 
0.05797 0.10000 -0.00259 
0.05790 0.10000 -0.00219 
0.05784 0.10000 -0.00183 
0.05779 0.10000 -0.00125 
0.05776 0.10000 -0.00060 
0.05774 0.10000 -0.00015 
0.05773 0.10000 0.00000 
0.05774 0.10000 0.00015 
0.05776 0.10000 0.00060 
0.05779 0.10000 0.00125 
0.05779 0.10003 0.00182 
0.05773 0.10010 0.00217 
0.05770 0.10015 0.00251 
0.05748 0.10032 0.00261 
0.05708 0.10060 0.00258 
0.05664 0.10091 0.00267 
0.05624 0.10120 0.00268 
0.05577 0.10154 0.00281 
0.05528 0.10191 0.00298 
0.05476 0.10230 0.00327 
0.05421 0.10271 0.00364 
0.05366 0.10314 0.00405 
0.05310 0.10358 0.00455 
0.05255 0.10402 0.00514 
0.05201 0.10447 0.00583 
0.05150 0.10492 0.00660 
0.05100 0.10537 0.00748 
0.05054 0.10581 0.00845 
0.05012 0.10625 0.00952 
0.04974 0.10668 0.01070 
0.04942 0.10708 0.01199 
0.04918 0.10747 0.01338 
0.04902 0.10782 0.01488 
0.04895 0.10814 0.01647 
0.04899 0.10841 0.01817 
0.04916 0.10864 0.01995 
0.04946 0.10881 0.02182 
0.04992 0.10891 0.02377 
0.05056 0.10894 0.02581 
0.05140 0.10888 0.02787 
0.05246 0.10872 0.03001 
0.05379 0.10844 0.03211 
0.05539 0.10803 0.03424 
0.05732 0.10748 0.03622 
0.05960 0.10676 0.03815 
0.06224 0.10587 0.03979 
0.06527 0.10479 0.04117 
0.06870 0.10352 0.04208 
0.07248 0.10208 0.04235 
0.07670 0.10043 0.04182 
0.08093 0.09879 0.03992 
0.08546 0.09696 0.03677 
0.08888 0.09595 0.03110 
0.08776 0.09790 0.02645 
0.08637 0.10000 0.02492 
0.08841 0.10000 0.02541 
0.09059 0.10000 0.02590 
0.09291 0.10000 0.02638 
0.09538 0.10000 0.02686 
0.09803 0.10000 0.02733 
0.10084 0.10000 0.02781 
0.10384 0.10000 0.02831 
0.10704 0.10000 0.02882 
0.11045 0.10000 0.02934 
0.11409 0.10000 0.02989 
0.11796 0.10000 0.03045 
0.12209 0.10000 0.03104 
0.12649 0.10000 0.03164 
0.13116 0.10000 0.03225 
0.13614 0.10000 0.03289 
0.14143 0.10000 0.03353 
0.14706 0.10000 0.03419 
0.15304 0.10000 0.03486 
0.15938 0.10000 0.03553 
0.16611 0.10000 0.03622 
0.17325 0.10000 0.03691 
0.18081 0.10000 0.03760 
0.18880 0.10000 0.03829 
0.19725 0.10000 0.03898 
0.20617 0.10000 0.03967 
0.21557 0.10000 0.04035 
0.22547 0.10000 0.04102 
0.23588 0.10000 0.04168 
0.24681 0.10000 0.04232 
0.25827 0.10000 0.04294 
0.27026 0.10000 0.04355 
0.28278 0.10000 0.04413 
0.29584 0.10000 0.04467 
0.30943 0.10000 0.04519 
0.32353 0.10000 0.04566 
0.33814 0.10000 0.04609 
0.35325 0.10000 0.04646 
0.36882 0.10000 0.04676 
0.38484 0.10000 0.04700 
0.40127 0.10000 0.04715 
0.41809 0.10000 0.04722 
0.43525 0.10000 0.04718 
0.45271 0.10000 0.04704 
0.47043 0.10000 0.04679 
0.48837 0.10000 0.04642 
0.50646 0.10000 0.04593 
0.52466 0.10000 0.04532 
0.54291 0.10000 0.04460 
0.56117 0.10000 0.04376 
0.57937 0.10000 0.04283 
0.59746 0.10000 0.04180 
0.61539 0.10000 0.04069 
0.63311 0.10000 0.03952 
0.65058 0.10000 0.03829 
0.66774 0.10000 0.03702 
0.68456 0.10000 0.03573 
0.70099 0.10000 0.03442 
0.71701 0.10000 0.03310 
0.73258 0.10000 0.03179 
0.74768 0.10000 0.03049 
0.76230 0.10000 0.02920 
0.77640 0.10000 0.02793 
0.78998 0.10000 0.02669 
0.80304 0.10000 0.02547 
0.81556 0.10000 0.02428 
0.82755 0.10000 0.02311 
0.83901 0.10000 0.02198 
0.84994 0.10000 0.02088 
0.86035 0.10000 0.01981 
0.87026 0.10000 0.01878 
0.87966 0.10000 0.01777 
0.88858 0.10000 0.01680 
0.89703 0.10000 0.01587 
0.90502 0.10000 0.01497 
0.91258 0.10000 0.01411 
0.91971 0.10000 0.01329 
0.92644 0.10000 0.01250 
0.93279 0.10000 0.01175 
0.93877 0.10000 0.01103 
0.94439 0.10000 0.01035 
0.94969 0.10000 0.00971 
0.95466 0.10000 0.00910 
0.95934 0.10000 0.00853 
0.96374 0.10000 0.00799 
0.96786 0.10000 0.00748 
0.97174 0.10000 0.00700 
0.97537 0.10000 0.00655 
0.97878 0.10000 0.00613 
0.98198 0.10000 0.00573 
0.98499 0.10000 0.00536 
0.98780 0.10000 0.00502 
0.99044 0.10000 0.00469 
0.99292 0.10000 0.00439 
0.99524 0.10000 0.00410 
0.99742 0.10000 0.00384 
0.99946 0.10000 0.00359 
1.00137 0.10000 0.00335 
1.00317 0.10000 0.00313 
1.00485 0.10000 0.00292 
1.00643 0.10000 0.00273 
1.00791 0.10000 0.00255 
1.00930 0.10000 0.00237 
1.01060 0.10000 0.00221 
1.01183 0.10000 0.00206 
1.01297 0.10000 0.00192 
1.01405 0.10000 0.00178 
1.01506 0.10000 0.00166 
1.01601 0.10000 0.00154 
1.01690 0.10000 0.00143 
1.01773 0.10000 0.00132 
1.01852 0.10000 0.00122 
1.01925 0.10000 0.00113 
1.01994 0.10000 0.00104 
1.02059 0.10000 0.00096 
1.02120 0.10000 0.00088 
1.02177 0.10000 0.00081 
1.02230 0.10000 0.00074 
1.02280 0.10000 0.00068 
1.02327 0.10000 0.00062 
1.02371 0.10000 0.00056 
1.02412 0.10000 0.00051 
1.02450 0.10000 0.00046 
1.02486 0.10000 0.00042 
1.02519 0.10000 0.00037 
1.02550 0.10000 0.00033 
1.02579 0.10000 0.00030 
1.02606 0.10000 0.00026 
1.02631 0.10000 0.00023 
1.02654 0.10000 0.00020 
1.02675 0.10000 0.00017 
1.02694 0.10000 0.00015 
1.02712 0.10000 0.00013 
1.02728 0.10000 0.00010 
1.02743 0.10000 0.00009 
1.02756 0.10000 0.00007 
1.02767 0.10000 0.00005 
1.02777 0.10000 0.00004 
1.02786 0.10000 0.00003 
1.02793 0.10000 0.00002 
1.02799 0.10000 0.00001 
1.02803 0.10000 0.00001 
1.02807 0.10000 0.00000 
1.02809 0.10000 0.00000 
1.02809 0.10000 0.00000 

ZONE T="SLICE_Y_0p75_BINS15_KS_1mm_SINGLE_LAYER"
1.21070 0.75000 0.00000 
1.21069 0.75000 -0.00000 
1.21068 0.75000 -0.00000 
1.21065 0.75000 -0.00001 
1.21062 0.75000 -0.00001 
1.21057 0.75000 -0.00002 
1.21051 0.75000 -0.00002 
1.21044 0.75000 -0.00003 
1.21036 0.75000 -0.00004 
1.21027 0.75000 -0.00006 
1.21016 0.75000 -0.00007 
1.21005 0.75000 -0.00008 
1.20992 0.75000 -0.00010 
1.20978 0.75000 -0.00012 
1.20962 0.75000 -0.00014 
1.20945 0.75000 -0.00016 
1.20927 0.75000 -0.00018 
1.20907 0.75000 -0.00021 
1.20886 0.75000 -0.00024 
1.20862 0.75000 -0.00027 
1.20838 0.75000 -0.00030 
1.20811 0.75000 -0.00033 
1.20782 0.75000 -0.00037 
1.20751 0.75000 -0.00041 
1.20719 0.75000 -0.00045 
1.20683 0.75000 -0.00050 
1.20646 0.75000 -0.00054 
1.20606 0.75000 -0.00059 
1.20563 0.75000 -0.00065 
1.20517 0.75000 -0.00071 
1.20469 0.75000 -0.00077 
1.20417 0.75000 -0.00083 
1.20361 0.75000 -0.00090 
1.20303 0.75000 -0.00098 
1.20240 0.75000 -0.00106 
1.20173 0.75000 -0.00114 
1.20101 0.75000 -0.00123 
1.20025 0.75000 -0.00133 
1.19944 0.75000 -0.00143 
1.19858 0.75000 -0.00154 
1.19766 0.75000 -0.00165 
1.19668 0.75000 -0.00177 
1.19564 0.75000 -0.00190 
1.19452 0.75000 -0.00204 
1.19334 0.75000 -0.00219 
1.19207 0.75000 -0.00234 
1.19072 0.75000 -0.00251 
1.18928 0.75000 -0.00269 
1.18775 0.75000 -0.00287 
1.18611 0.75000 -0.00308 
1.18437 0.75000 -0.00329 
1.18251 0.75000 -0.00352 
1.18052 0.75000 -0.00376 
1.17841 0.75000 -0.00402 
1.17615 0.75000 -0.00430 
1.17374 0.75000 -0.00459 
1.17118 0.75000 -0.00491 
1.16844 0.75000 -0.00525 
1.16553 0.75000 -0.00561 
1.16243 0.75000 -0.00599 
1.15912 0.75000 -0.00640 
1.15560 0.75000 -0.00684 
1.15185 0.75000 -0.00730 
1.14786 0.75000 -0.00778 
1.14362 0.75000 -0.00830 
1.13911 0.75000 -0.00884 
1.13432 0.75000 -0.00942 
1.12923 0.75000 -0.01002 
1.12384 0.75000 -0.01065 
1.11812 0.75000 -0.01131 
1.11206 0.75000 -0.01200 
1.10565 0.75000 -0.01272 
1.09888 0.75000 -0.01347 
1.09174 0.75000 -0.01424 
1.08420 0.75000 -0.01505 
1.07626 0.75000 -0.01588 
1.06792 0.75000 -0.01674 
1.05916 0.75000 -0.01762 
1.04998 0.75000 -0.01853 
1.04037 0.75000 -0.01946 
1.03033 0.75000 -0.02041 
1.01986 0.75000 -0.02139 
1.00898 0.75000 -0.02239 
0.99767 0.75000 -0.02340 
0.98596 0.75000 -0.02443 
0.97386 0.75000 -0.02548 
0.96138 0.75000 -0.02653 
0.94854 0.75000 -0.02759 
0.93537 0.75000 -0.02864 
0.92189 0.75000 -0.02967 
0.90814 0.75000 -0.03069 
0.89414 0.75000 -0.03167 
0.87994 0.75000 -0.03261 
0.86556 0.75000 -0.03350 
0.85106 0.75000 -0.03432 
0.83648 0.75000 -0.03507 
0.82185 0.75000 -0.03574 
